Facility RPA,Site Name,Facility WPA,Waste Code,Fate,Tonnes Received,R and D code,Compliance Status
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 04,Transfer (D),1.448374,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Treatment,1.613461,D09,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Transfer (D),12.261,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 04,Transfer (D),1.2876,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Treatment,0.1744,D09,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 08*,Incineration,0.035,D10,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Incineration,1.0698,D10,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 08*,Transfer (D),0.025,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Transfer (D),0.16,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Incineration,4.8536,D10,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Incineration,0.7068,D10,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 01,Incineration,0.2424,D10,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 04,Incineration,4.206795,D10,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 04,Transfer (D),0.7926,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 09,Incineration,0.208599,D10,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 06*,Incineration,0.0904,D10,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 08*,Incineration,0.7684,D10,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Incineration,48.609596,D10,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 04,Incineration,0.1798,D10,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 06*,Transfer (D),0.158,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 08*,Transfer (D),0.0374,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Transfer (D),9.448798,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 04,Transfer (D),0.7668,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Treatment,0.1044,D09,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 09,Recovery,0.7504,R13,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 08*,Transfer (D),0.3602,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Transfer (D),3.6976,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Treatment,0.1602,D09,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 08*,Incineration,0.2168,D10,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Incineration,23.174199,D10,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 04,Incineration,5.5116,D10,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 08*,Transfer (D),0.5166,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Transfer (D),15.9522,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 04,Transfer (D),27.6474,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Treatment,21.0142,D09,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 09,Recovery,12.445422,R13,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 08*,Transfer (D),0.996421,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Transfer (D),19.367373,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 09,Transfer (D),2.68,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 04,Transfer (D),0.593761,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Treatment,36.841734,D09,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Incineration,0.0448,D10,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Incineration,1.355,D10,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 08*,Incineration,2.07,D10,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Incineration,29.0824,D10,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 04,Incineration,11.9756,D10,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 08*,Transfer (D),0.2416,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Transfer (D),4.740621,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 04,Transfer (D),32.9684,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Treatment,1.569,D09,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Incineration,4.8798,D10,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 04,Incineration,0.405,D10,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Transfer (D),0.3002,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 04,Transfer (D),1.345,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 08*,Incineration,0.005,D10,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Incineration,2.174,D10,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 09,Incineration,0.035,D10,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Transfer (D),0.661,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 09,Transfer (D),0.005,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Incineration,2.455,D10,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 08*,Incineration,0.6722,D10,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Incineration,39.3262,D10,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 09,Incineration,3.6408,D10,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 04,Incineration,0.6494,D10,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 08*,Transfer (D),0.1374,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Transfer (D),9.425384,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 09,Transfer (D),0.6152,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 04,Transfer (D),1.4318,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Treatment,0.9126,D09,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 09,Recovery,0.763604,R13,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 08*,Transfer (D),0.061243,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Transfer (D),1.930065,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 04,Transfer (D),17.240425,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Treatment,11.023206,D09,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Incineration,0.168,D10,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Transfer (D),0.1434,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 04,Transfer (D),1.3608,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 08*,Incineration,0.023999,D10,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Incineration,0.2582,D10,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 04,Incineration,0.3272,D10,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 09,Recovery,0.09277,R13,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 09,Recovery,4.700722,R13,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 08*,Transfer (D),2.604643,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Transfer (D),66.206378,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 09,Transfer (D),1.1004,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 04,Transfer (D),7.245228,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Treatment,127.964804,D09,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 09,Recovery,18.947565,R13,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 06*,Transfer (D),0.3672,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 08*,Transfer (D),11.408282,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Transfer (D),966.55524,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 09,Transfer (D),4.624,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 04,Transfer (D),22.156962,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Treatment,686.822815,D09,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 09,Recovery,0.0502,R13,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 06*,Transfer (D),0.015,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 08*,Transfer (D),0.0006,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Transfer (D),3.515002,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 09,Transfer (D),0.065,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 04,Transfer (D),11.8436,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Treatment,2.390501,D09,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 09,Recovery,0.009519,R13,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 08*,Transfer (D),0.003,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Transfer (D),5.943888,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 09,Transfer (D),0.01,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 04,Transfer (D),13.608766,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Treatment,4.980199,D09,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 09,Recovery,0.04278,R13,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 08*,Transfer (D),0.002,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Transfer (D),2.858079,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 04,Transfer (D),10.569015,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Treatment,3.93641,D09,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Transfer (D),10.8172,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Treatment,32.2244,D09,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Incineration,0.0806,D10,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Incineration,0.119,D10,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 09,Recovery,75.9473,R13,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 08*,Transfer (D),18.80234,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Transfer (D),207.36774,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 04,Transfer (D),28.11143,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Treatment,19.4616,D09,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 08*,Incineration,0.01,D10,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Incineration,3.972,D10,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 04,Incineration,0.055,D10,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Transfer (D),0.134,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 09,Incineration,0.005,D10,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Incineration,0.4997,D10,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 04,Incineration,0.489,D10,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 09,Transfer (D),0.01,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Transfer (D),0.357,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 04,Transfer (D),0.444,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 09,Recovery,15.4802,R13,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 06*,Transfer (D),0.9998,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 08*,Transfer (D),1.1676,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Transfer (D),36.596129,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 09,Transfer (D),3.871,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 04,Transfer (D),138.6949,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Treatment,85.816201,D09,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 09,Recovery,17.3642,R13,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 06*,Transfer (D),6.1832,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 08*,Transfer (D),5.8186,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Transfer (D),75.2586,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 09,Transfer (D),1.9088,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 04,Transfer (D),6.5988,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Treatment,102.5762,D09,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 09,Recovery,5.692753,R13,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 08*,Transfer (D),3.406648,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Transfer (D),47.571999,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 02,Transfer (D),106.463,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 09,Transfer (D),1.385,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 04,Transfer (D),4.930898,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Treatment,139.331495,D09,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 09,Recovery,1.0566,R13,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 06*,Transfer (D),25.0498,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 08*,Transfer (D),15.8292,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Transfer (D),376.784006,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 04,Transfer (D),15.5264,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Treatment,8.4586,D09,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Incineration,0.095,D10,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Incineration,0.71,D10,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Incineration,0.492,D10,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Transfer (D),0.099,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 08*,Incineration,0.005,D10,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Incineration,0.46,D10,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 04,Incineration,0.08,D10,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Incineration,0.4212,D10,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Incineration,0.3814,D10,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 09,Recovery,4.0244,R13,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 06*,Transfer (D),3.4824,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 08*,Transfer (D),21.7722,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Transfer (D),303.77399,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 02,Transfer (D),0.1592,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 09,Transfer (D),0.104,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 04,Transfer (D),61.128001,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Treatment,174.6366,D09,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Incineration,0.075,D10,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Transfer (D),0.0028,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 04,Transfer (D),5.8694,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Treatment,0.0086,D09,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 09,Recovery,20.089489,R13,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 08*,Transfer (D),1.1173,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Transfer (D),74.794172,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 09,Transfer (D),5.2136,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 04,Transfer (D),0.920968,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Treatment,46.01658,D09,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Incineration,0.3718,D10,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Transfer (D),0.0584,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 06*,Transfer (D),4.4822,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Transfer (D),4.2182,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Treatment,1.588,D09,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Transfer (D),86.72545,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Treatment,79.3501,D09,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Incineration,0.5224,D10,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Transfer (D),0.0054,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Incineration,1.9218,D10,COMPLIANT
